loan_id,customer_id,loan_amount,loan_term_months,interest_rate,loan_type,loan_status,loan_issue_date,loan_end_date
L000333,C08011,4667227,24,11.4,Home Loan,Closed,2025-03-20,2027-03-10
L000334,C05991,1625084,12,15.01,Education Loan,Closed,2023-01-27,2024-01-22
L000335,C00717,1510584,84,11.68,Personal Loan,Active,2024-08-13,2031-07-08
L000336,C08739,3021490,12,7.15,Personal Loan,Closed,2024-01-29,2025-01-23
L000337,C02623,422083,48,11.93,Business Loan,Closed,2023-01-03,2026-12-13
L000338,C09463,3048884,180,16.95,Home Loan,Active,2023-03-29,2038-01-09
L000339,C06686,1077216,180,16.14,Auto Loan,Closed,2024-02-27,2038-12-10
L000340,C03797,4542319,36,8.2,Business Loan,Active,2021-08-03,2024-07-18
L000341,C06955,1605886,84,11.11,Personal Loan,Closed,2025-02-11,2032-01-06
L000342,C03723,452172,48,13.0,Auto Loan,Closed,2025-09-12,2029-08-22
L000343,C01212,568128,36,14.5,Education Loan,Active,2024-01-09,2026-12-24
L000344,C09546,110998,120,11.87,Business Loan,Closed,2022-05-25,2032-04-02
L000345,C03703,623004,12,17.35,Auto Loan,Active,2023-01-11,2024-01-06
L000346,C00642,1851940,84,16.58,Auto Loan,Closed,2023-10-13,2030-09-06
L000347,C08826,3862932,36,12.05,Business Loan,Active,2025-02-24,2028-02-09
L000348,C02944,1373753,48,16.49,Auto Loan,Active,2025-04-24,2029-04-03
L000349,C07762,2437145,120,8.46,Personal Loan,Active,2025-01-12,2034-11-21
L000350,C03281,4865873,180,12.61,Business Loan,Active,2024-12-10,2039-09-23
L000351,C05672,4686901,180,13.43,Education Loan,Closed,2021-06-08,2036-03-21
L000352,C00864,3510835,84,12.29,Personal Loan,Active,2021-11-10,2028-10-04
L000353,C00711,3828255,180,9.41,Education Loan,Active,2022-09-21,2037-07-04
L000354,C01956,2152213,48,8.08,Business Loan,Active,2021-04-29,2025-04-08
L000355,C03940,1792476,12,14.6,Education Loan,Closed,2024-04-06,2025-04-01
L000356,C09574,4507290,84,11.05,Personal Loan,Closed,2025-01-13,2031-12-08
L000357,C05620,167259,60,14.05,Business Loan,Active,2025-01-22,2029-12-27
L000358,C03686,4031593,120,8.96,Auto Loan,Closed,2024-01-27,2033-12-05
L000359,C06112,2855124,12,17.0,Home Loan,Closed,2023-06-02,2024-05-27
L000360,C03769,305628,240,16.2,Business Loan,Closed,2024-11-07,2044-07-25
L000361,C05381,289663,240,17.46,Education Loan,Active,2024-07-02,2044-03-19
L000362,C07252,846110,120,17.24,Personal Loan,Closed,2022-09-21,2032-07-30
L000363,C04499,167073,48,11.9,Education Loan,Active,2025-02-25,2029-02-04
L000364,C04728,872365,48,16.56,Personal Loan,Closed,2021-10-03,2025-09-12
L000365,C09560,3114513,180,7.42,Credit Line,Active,2023-01-23,2037-11-05
L000366,C03562,3295247,12,16.92,Personal Loan,Active,2024-06-11,2025-06-06
L000367,C04403,4008159,180,14.1,Auto Loan,Closed,2024-05-14,2039-02-25
L000368,C01706,2850947,48,14.15,Credit Line,Closed,2024-08-24,2028-08-03
L000369,C07360,2571790,12,15.53,Personal Loan,Closed,2023-11-15,2024-11-09
L000370,C05916,1581605,240,14.31,Personal Loan,Closed,2024-12-10,2044-08-27
L000371,C02167,3090047,120,16.97,Education Loan,Closed,2022-08-08,2032-06-16
L000372,C01396,2932282,48,10.07,Credit Line,Defaulted,2025-09-13,2029-08-23
L000373,C00050,4628945,12,12.95,Education Loan,Closed,2025-04-29,2026-04-24
L000374,C05643,1830257,120,10.8,Home Loan,Active,2022-11-03,2032-09-11
L000375,C06675,3843976,60,16.13,Auto Loan,Active,2024-02-10,2029-01-14
L000376,C09991,2569913,84,13.78,Business Loan,Active,2022-08-20,2029-07-14
L000377,C07441,219453,84,15.27,Business Loan,Active,2022-05-11,2029-04-04
L000378,C00780,3394368,240,12.39,Home Loan,Active,2024-02-28,2043-11-15
L000379,C08340,404046,48,10.09,Personal Loan,Active,2022-07-29,2026-07-08
L000380,C04807,4282518,12,17.32,Home Loan,Active,2023-01-28,2024-01-23
L000381,C04665,4369823,84,17.87,Credit Line,Closed,2022-12-26,2029-11-19
L000382,C09991,329024,84,17.87,Business Loan,Active,2021-03-04,2028-01-27
L000383,C07124,2611995,84,13.19,Education Loan,Active,2021-06-14,2028-05-08
L000384,C05870,4452418,84,11.9,Credit Line,Closed,2021-01-12,2027-12-07
L000385,C05490,3407006,12,16.26,Auto Loan,Closed,2024-06-12,2025-06-07
L000386,C00668,2810959,36,16.39,Education Loan,Active,2022-03-31,2025-03-15
L000387,C07364,732022,120,7.04,Credit Line,Closed,2023-08-23,2033-07-01
L000388,C03318,1189470,48,16.52,Home Loan,Active,2024-04-25,2028-04-04
L000389,C03938,2203858,84,12.81,Credit Line,Closed,2022-01-03,2028-11-27
L000390,C05226,2061061,24,16.29,Business Loan,Closed,2021-08-05,2023-07-26
L000391,C08740,1195856,60,16.6,Personal Loan,Active,2022-12-02,2027-11-06
L000392,C03552,593355,240,17.37,Personal Loan,Closed,2025-11-09,2045-07-27
L000393,C05951,4952304,48,8.93,Auto Loan,Active,2022-11-03,2026-10-13
L000394,C05857,1937940,120,7.01,Credit Line,Defaulted,2025-04-06,2035-02-13
L000395,C01662,1585715,120,13.77,Auto Loan,Closed,2024-11-19,2034-09-28
L000396,C07672,2021851,12,13.34,Credit Line,Active,2024-06-27,2025-06-22
L000397,C04395,3826530,120,10.64,Credit Line,Active,2023-03-31,2033-02-06
L000398,C09244,1891377,12,12.65,Credit Line,Active,2023-11-24,2024-11-18
L000399,C07485,1435078,60,13.29,Auto Loan,Closed,2022-07-22,2027-06-26
L000400,C05713,1025729,120,14.06,Education Loan,Active,2024-05-15,2034-03-24
L000401,C05712,3326507,12,7.61,Business Loan,Closed,2021-04-21,2022-04-16
L000402,C04848,1816962,36,15.55,Education Loan,Active,2025-08-11,2028-07-26
L000403,C07046,3940008,24,11.58,Education Loan,Closed,2023-01-26,2025-01-15
L000404,C05931,1513775,180,16.3,Business Loan,Active,2021-05-04,2036-02-15
L000405,C07406,306921,48,14.64,Personal Loan,Defaulted,2025-09-16,2029-08-26
L000406,C00573,456564,240,15.64,Credit Line,Active,2025-01-01,2044-09-18
L000407,C09907,1531502,84,11.11,Business Loan,Closed,2022-08-26,2029-07-20
L000408,C03583,2846365,12,14.59,Business Loan,Closed,2025-12-16,2026-12-11
L000409,C07415,555050,24,12.89,Business Loan,Closed,2021-10-09,2023-09-29
L000410,C02370,2390878,84,8.61,Business Loan,Closed,2022-07-28,2029-06-21
L000411,C02745,3106739,120,8.63,Personal Loan,Closed,2025-07-27,2035-06-05
L000412,C01835,1338064,120,10.54,Auto Loan,Closed,2023-09-26,2033-08-04
L000413,C07994,1696492,24,17.31,Credit Line,Active,2024-08-13,2026-08-03
L000414,C03967,1395872,12,14.65,Business Loan,Defaulted,2022-01-06,2023-01-01
L000415,C01836,813273,240,9.04,Personal Loan,Active,2021-12-15,2041-09-01
L000416,C04501,2039041,84,11.13,Home Loan,Active,2023-11-28,2030-10-22
L000417,C04302,3094460,180,14.04,Auto Loan,Active,2023-08-25,2038-06-07
L000418,C03378,2023446,240,14.2,Personal Loan,Active,2023-09-27,2043-06-14
L000419,C03317,969677,120,10.31,Credit Line,Active,2025-08-15,2035-06-24
L000420,C03599,4210568,12,12.16,Home Loan,Active,2022-06-29,2023-06-24
L000421,C06036,3033319,60,13.62,Education Loan,Active,2021-12-04,2026-11-08
L000422,C09814,3515498,60,15.49,Education Loan,Closed,2021-12-31,2026-12-05
L000423,C00817,1806959,240,10.61,Business Loan,Defaulted,2022-03-11,2041-11-26
L000424,C06009,971072,180,13.98,Education Loan,Active,2023-07-30,2038-05-12
L000425,C04907,2484714,24,14.57,Business Loan,Active,2021-07-08,2023-06-28
L000426,C06322,4689646,12,11.69,Credit Line,Active,2023-07-07,2024-07-01
L000427,C05581,110359,24,10.02,Home Loan,Active,2022-12-24,2024-12-13
L000428,C00790,2509471,24,14.09,Personal Loan,Closed,2023-09-17,2025-09-06
L000429,C05314,2538775,24,8.35,Auto Loan,Active,2025-04-14,2027-04-04
L000430,C05597,3262618,240,7.34,Auto Loan,Closed,2024-05-26,2044-02-11
L000431,C04077,4063565,84,9.04,Personal Loan,Closed,2024-08-08,2031-07-03
L000432,C06491,1554495,120,14.29,Credit Line,Closed,2024-12-29,2034-11-07
L000433,C07689,3665721,120,8.93,Business Loan,Active,2021-08-30,2031-07-09
L000434,C08250,3958049,84,7.7,Business Loan,Closed,2025-05-01,2032-03-25
L000435,C06678,3613817,36,15.16,Business Loan,Active,2023-06-27,2026-06-11
L000436,C08722,2656926,120,11.79,Business Loan,Active,2025-04-11,2035-02-18
L000437,C01448,3165265,120,13.44,Credit Line,Closed,2024-12-28,2034-11-06
L000438,C09556,1874663,84,13.03,Home Loan,Active,2023-03-04,2030-01-26
L000439,C08453,1725556,120,10.19,Credit Line,Active,2023-03-01,2033-01-07
L000440,C06007,1172238,120,7.93,Personal Loan,Active,2025-10-04,2035-08-13
L000441,C02763,1804631,180,8.69,Business Loan,Active,2023-01-26,2037-11-08
L000442,C00398,1669928,240,17.4,Business Loan,Active,2022-10-10,2042-06-27
L000443,C03842,1445186,60,16.1,Home Loan,Defaulted,2025-05-29,2030-05-03
L000444,C08150,1020537,48,17.46,Credit Line,Active,2025-12-21,2029-11-30
L000445,C09526,4879816,36,7.77,Education Loan,Active,2022-06-24,2025-06-08
L000446,C09174,4774828,84,12.11,Credit Line,Defaulted,2025-04-16,2032-03-10
L000447,C09067,4542530,84,8.44,Education Loan,Closed,2025-08-28,2032-07-22
L000448,C09196,3289809,24,7.91,Home Loan,Active,2022-04-04,2024-03-24
L000449,C04618,3507961,120,8.66,Personal Loan,Active,2022-11-13,2032-09-21
L000450,C05600,3952567,48,7.41,Education Loan,Closed,2025-12-25,2029-12-04
L000451,C04805,493696,12,16.64,Business Loan,Active,2025-08-28,2026-08-23
L000452,C05959,3317334,48,9.99,Education Loan,Active,2022-07-31,2026-07-10
L000453,C00035,910071,48,9.6,Personal Loan,Active,2024-10-11,2028-09-20
L000454,C06082,3482150,240,10.0,Personal Loan,Closed,2021-02-05,2040-10-23
L000455,C01997,3162063,48,17.21,Auto Loan,Active,2021-08-23,2025-08-02
L000456,C08631,3778863,48,17.93,Education Loan,Active,2024-10-28,2028-10-07
L000457,C01483,2795571,120,12.26,Auto Loan,Closed,2021-05-20,2031-03-29
L000458,C07565,3417872,120,11.16,Personal Loan,Active,2024-07-30,2034-06-08
L000459,C00923,795456,36,9.53,Credit Line,Active,2023-10-06,2026-09-20
L000460,C04037,4630460,84,11.1,Home Loan,Closed,2021-05-19,2028-04-12
L000461,C05110,1179178,36,13.87,Auto Loan,Closed,2025-05-08,2028-04-22
L000462,C09342,1979087,12,8.62,Business Loan,Defaulted,2022-02-06,2023-02-01
L000463,C05210,602269,120,7.76,Auto Loan,Active,2022-11-25,2032-10-03
L000464,C03154,1977698,60,7.01,Personal Loan,Closed,2025-09-19,2030-08-24
L000465,C03891,3178229,48,7.52,Auto Loan,Defaulted,2023-04-14,2027-03-24
L000466,C09050,928930,180,15.4,Business Loan,Defaulted,2025-05-04,2040-02-15
L000467,C05334,3874667,120,8.78,Home Loan,Closed,2021-03-04,2031-01-11
L000468,C06648,4512383,36,15.0,Home Loan,Active,2025-09-05,2028-08-20
L000469,C05017,2656788,120,7.82,Personal Loan,Active,2022-01-08,2031-11-17
L000470,C00693,1403522,120,14.04,Credit Line,Active,2024-09-13,2034-07-23
L000471,C06600,3042204,120,13.16,Home Loan,Active,2021-06-14,2031-04-23
L000472,C08807,215200,24,17.85,Credit Line,Active,2024-07-16,2026-07-06
L000473,C05691,3712116,36,11.68,Education Loan,Closed,2021-04-07,2024-03-22
L000474,C01219,342297,36,9.59,Credit Line,Active,2023-12-06,2026-11-20
L000475,C01316,2862720,36,15.92,Business Loan,Closed,2023-08-22,2026-08-06
L000476,C07290,4968601,120,17.41,Business Loan,Active,2025-06-13,2035-04-22
L000477,C05219,4180392,120,7.58,Business Loan,Active,2025-02-04,2034-12-14
L000478,C06210,963483,48,14.33,Auto Loan,Closed,2024-01-25,2028-01-04
L000479,C00134,304172,12,9.9,Education Loan,Active,2024-05-06,2025-05-01
L000480,C09052,1330144,84,15.93,Credit Line,Closed,2021-06-08,2028-05-02
L000481,C06753,3074024,12,8.58,Auto Loan,Active,2024-11-16,2025-11-11
L000482,C08952,3718412,120,16.15,Personal Loan,Active,2025-10-16,2035-08-25
L000483,C09444,4715767,12,8.78,Credit Line,Defaulted,2025-02-11,2026-02-06
L000484,C03812,2431666,240,13.34,Credit Line,Closed,2023-05-06,2043-01-21
L000485,C05414,2566730,120,7.85,Home Loan,Active,2021-05-28,2031-04-06
L000486,C08677,2280347,240,16.11,Credit Line,Active,2024-10-27,2044-07-14
L000487,C03767,1114165,84,10.17,Business Loan,Closed,2024-01-20,2030-12-14
L000488,C03713,1208843,240,13.35,Home Loan,Active,2021-02-19,2040-11-06
L000489,C08880,531638,84,14.66,Business Loan,Closed,2024-06-09,2031-05-04
L000490,C04260,2402890,120,11.04,Home Loan,Active,2025-03-08,2035-01-15
L000491,C02730,2387279,60,16.66,Auto Loan,Defaulted,2022-08-14,2027-07-19
L000492,C05623,1400748,120,14.4,Business Loan,Closed,2021-01-24,2030-12-03
L000493,C04987,4540634,24,13.04,Education Loan,Active,2022-02-18,2024-02-08
L000494,C07458,2743718,240,8.71,Credit Line,Closed,2021-03-20,2040-12-05
L000495,C07368,3775680,84,10.44,Credit Line,Closed,2025-01-27,2031-12-22
L000496,C05710,2113870,12,9.39,Auto Loan,Active,2021-07-18,2022-07-13
L000497,C01076,4940102,12,12.27,Education Loan,Closed,2024-10-28,2025-10-23
L000498,C07566,4387116,240,7.63,Personal Loan,Closed,2023-01-26,2042-10-13
L000499,C05969,2496784,180,7.11,Personal Loan,Active,2022-05-05,2037-02-15
L000500,C04142,4599648,240,9.37,Auto Loan,Active,2024-08-17,2044-05-04
L000501,C00921,4975352,84,8.29,Personal Loan,Active,2024-08-11,2031-07-06
L000502,C02493,4586686,240,12.54,Auto Loan,Closed,2021-09-22,2041-06-09
L000503,C03961,1317976,120,7.7,Auto Loan,Closed,2023-05-30,2033-04-07
L000504,C03913,4980046,12,16.15,Home Loan,Closed,2021-02-23,2022-02-18
L000505,C07118,4861405,48,12.62,Personal Loan,Active,2022-03-19,2026-02-26
L000506,C00332,1384897,36,11.74,Auto Loan,Active,2024-03-12,2027-02-25
L000507,C00379,3286834,48,17.4,Auto Loan,Active,2024-04-23,2028-04-02
L000508,C07904,4589684,12,8.36,Home Loan,Closed,2021-01-29,2022-01-24
L000509,C01215,665471,12,16.46,Education Loan,Closed,2025-12-08,2026-12-03
L000510,C08821,534775,48,9.2,Education Loan,Active,2025-01-17,2028-12-27
L000511,C03928,1091602,120,9.28,Education Loan,Closed,2021-10-09,2031-08-18
L000512,C06637,3564656,48,14.2,Auto Loan,Closed,2025-07-01,2029-06-10
L000513,C03501,4006328,24,12.24,Auto Loan,Closed,2023-06-23,2025-06-12
L000514,C01845,4613676,48,16.24,Auto Loan,Closed,2022-02-01,2026-01-11
L000515,C08552,3013273,60,12.4,Personal Loan,Closed,2025-10-31,2030-10-05
L000516,C09453,4947096,60,13.41,Home Loan,Active,2025-09-20,2030-08-25
L000517,C04956,3748811,240,11.71,Home Loan,Active,2023-07-31,2043-04-17
L000518,C00533,2759230,24,13.76,Business Loan,Active,2022-09-07,2024-08-27
L000519,C05599,100189,84,11.84,Credit Line,Active,2023-07-08,2030-06-01
L000520,C06818,2637387,240,7.21,Business Loan,Closed,2025-05-18,2045-02-02
L000521,C04904,1904823,36,17.42,Home Loan,Closed,2024-07-05,2027-06-20
L000522,C09147,4200479,120,17.27,Credit Line,Closed,2021-06-29,2031-05-08
L000523,C01833,2825044,24,12.94,Auto Loan,Active,2021-12-08,2023-11-28
L000524,C05641,2905212,60,15.29,Business Loan,Closed,2022-05-29,2027-05-03
L000525,C07263,1799907,12,15.48,Education Loan,Defaulted,2021-06-23,2022-06-18
L000526,C07740,4875436,36,10.1,Auto Loan,Active,2023-06-23,2026-06-07
L000527,C02339,395595,60,13.47,Education Loan,Closed,2023-03-23,2028-02-25
L000528,C00977,4143105,84,11.92,Personal Loan,Closed,2021-04-11,2028-03-05
L000529,C01355,2485420,84,12.28,Education Loan,Active,2021-02-19,2028-01-14
L000530,C02977,2511272,84,15.98,Business Loan,Closed,2022-03-17,2029-02-08
L000531,C03087,3963752,12,9.09,Home Loan,Active,2023-09-29,2024-09-23
L000532,C09157,4900046,36,8.89,Auto Loan,Active,2023-05-26,2026-05-10
L000533,C09152,4899255,36,17.51,Personal Loan,Active,2023-10-23,2026-10-07
L000534,C00936,3019818,12,11.75,Credit Line,Closed,2021-04-07,2022-04-02
L000535,C08430,2177891,84,15.17,Education Loan,Closed,2022-04-29,2029-03-23
L000536,C09355,4023930,24,16.87,Credit Line,Closed,2021-01-12,2023-01-02
L000537,C05821,1103211,12,9.16,Home Loan,Active,2023-05-03,2024-04-27
L000538,C07059,3077042,180,15.95,Auto Loan,Defaulted,2023-01-24,2037-11-06
L000539,C05919,4412584,12,10.13,Auto Loan,Closed,2024-08-09,2025-08-04
L000540,C00926,911788,84,11.21,Home Loan,Defaulted,2024-12-03,2031-10-28
L000541,C06035,1521901,120,16.5,Home Loan,Closed,2023-12-05,2033-10-13
L000542,C01744,4354607,12,14.01,Auto Loan,Closed,2025-01-14,2026-01-09
L000543,C00954,1256186,36,16.07,Auto Loan,Closed,2021-05-09,2024-04-23
L000544,C07017,1739909,48,14.49,Home Loan,Defaulted,2022-08-22,2026-08-01
L000545,C00747,4816003,240,17.62,Auto Loan,Defaulted,2025-11-09,2045-07-27
L000546,C02821,459160,120,17.73,Personal Loan,Active,2025-07-11,2035-05-20
L000547,C03766,126138,60,12.51,Credit Line,Active,2025-05-06,2030-04-10
L000548,C03675,4620998,84,10.45,Personal Loan,Closed,2021-07-23,2028-06-16
L000549,C04383,1787889,120,7.87,Personal Loan,Active,2023-08-05,2033-06-13
L000550,C06682,2208099,120,9.77,Personal Loan,Closed,2023-11-21,2033-09-29
L000551,C07624,2334413,180,13.61,Home Loan,Closed,2021-10-24,2036-08-06
L000552,C02213,3568468,240,16.23,Education Loan,Closed,2024-08-30,2044-05-17
L000553,C01896,905618,36,11.5,Auto Loan,Active,2025-12-11,2028-11-25
L000554,C04375,4553891,84,16.45,Personal Loan,Closed,2024-11-02,2031-09-27
L000555,C08116,2651229,120,10.8,Credit Line,Closed,2021-05-30,2031-04-08
L000556,C07905,2286800,120,16.81,Credit Line,Active,2025-12-08,2035-10-17
L000557,C07256,4197186,84,17.45,Personal Loan,Active,2023-05-09,2030-04-02
L000558,C09185,2804638,24,15.9,Home Loan,Active,2025-01-04,2026-12-25
L000559,C08434,1866501,120,15.06,Home Loan,Closed,2024-01-01,2033-11-09
L000560,C08161,726583,84,7.32,Auto Loan,Defaulted,2025-12-30,2032-11-23
L000561,C06436,287122,84,8.66,Home Loan,Closed,2024-02-04,2030-12-29
L000562,C02150,1483917,36,17.36,Personal Loan,Closed,2023-05-11,2026-04-25
L000563,C03382,1851429,48,13.55,Credit Line,Active,2025-04-09,2029-03-19
L000564,C05474,1553251,48,17.87,Home Loan,Active,2025-08-25,2029-08-04
L000565,C07388,231358,84,13.86,Credit Line,Active,2023-12-17,2030-11-10
L000566,C04900,4430237,24,16.78,Personal Loan,Closed,2023-10-10,2025-09-29
L000567,C08718,3842816,240,8.54,Credit Line,Active,2021-07-03,2041-03-20
L000568,C03829,1706926,36,7.16,Personal Loan,Active,2021-11-04,2024-10-19
L000569,C01636,4375439,120,16.61,Business Loan,Defaulted,2025-05-25,2035-04-03
L000570,C06900,4280906,84,7.17,Auto Loan,Active,2023-04-16,2030-03-10
L000571,C05129,4067544,60,15.64,Business Loan,Active,2023-05-28,2028-05-01
L000572,C08041,405284,240,10.6,Credit Line,Closed,2025-01-05,2044-09-22
L000573,C08313,1049113,120,16.03,Business Loan,Active,2024-02-08,2033-12-17
L000574,C06915,3052081,180,13.22,Business Loan,Closed,2024-01-26,2038-11-08
L000575,C00522,1656294,84,8.3,Personal Loan,Closed,2021-06-06,2028-04-30
L000576,C02996,4653033,12,13.54,Home Loan,Closed,2022-09-26,2023-09-21
L000577,C03481,3178452,48,16.78,Business Loan,Active,2022-02-24,2026-02-03
L000578,C05745,3663711,24,17.77,Business Loan,Defaulted,2025-01-27,2027-01-17
L000579,C08086,3577691,120,8.6,Business Loan,Active,2022-08-13,2032-06-21
L000580,C07477,673682,60,14.64,Personal Loan,Active,2025-09-07,2030-08-12
L000581,C06595,4544263,60,13.49,Auto Loan,Active,2023-11-13,2028-10-17
L000582,C02154,4593162,240,15.41,Home Loan,Closed,2024-09-23,2044-06-10
L000583,C02701,2259562,48,8.41,Credit Line,Closed,2025-07-23,2029-07-02
L000584,C04726,2713745,36,10.97,Business Loan,Closed,2025-01-29,2028-01-14
L000585,C04766,4963457,12,15.37,Auto Loan,Closed,2024-10-25,2025-10-20
L000586,C06814,4075274,60,16.09,Education Loan,Closed,2021-02-07,2026-01-12
L000587,C01624,2824788,36,8.38,Business Loan,Defaulted,2024-01-24,2027-01-08
L000588,C01723,4963868,84,13.66,Personal Loan,Active,2021-07-28,2028-06-21
L000589,C07681,3345423,180,11.13,Home Loan,Active,2024-07-12,2039-04-25
L000590,C01400,107058,24,17.97,Personal Loan,Active,2023-02-21,2025-02-10
L000591,C07554,3220178,12,10.42,Credit Line,Closed,2022-10-07,2023-10-02
L000592,C03359,2512583,48,10.12,Credit Line,Active,2022-10-22,2026-10-01
L000593,C02020,3987467,240,14.81,Personal Loan,Defaulted,2021-06-09,2041-02-24
L000594,C09108,1249369,48,14.62,Home Loan,Closed,2023-02-23,2027-02-02
L000595,C08760,4980647,48,7.73,Personal Loan,Active,2022-10-29,2026-10-08
L000596,C02840,4747947,60,12.74,Auto Loan,Closed,2024-07-24,2029-06-28
L000597,C06636,2348161,24,16.87,Auto Loan,Active,2025-12-30,2027-12-20
L000598,C08041,4683826,24,13.78,Home Loan,Active,2023-10-08,2025-09-27
L000599,C01066,271723,24,17.17,Home Loan,Closed,2024-12-03,2026-11-23
L000600,C02435,494571,120,16.28,Credit Line,Closed,2025-11-18,2035-09-27
L000601,C08644,250014,120,12.84,Auto Loan,Closed,2022-07-08,2032-05-16
L000602,C04079,2449675,240,11.77,Education Loan,Active,2024-09-25,2044-06-12
L000603,C09284,1911133,240,15.13,Business Loan,Closed,2024-07-06,2044-03-23
L000604,C09421,516946,24,14.09,Personal Loan,Active,2021-01-07,2022-12-28
L000605,C07495,2351543,48,10.84,Business Loan,Closed,2023-08-27,2027-08-06
L000606,C08697,3339626,120,12.51,Home Loan,Active,2022-01-25,2031-12-04
L000607,C00917,3759101,48,12.25,Auto Loan,Active,2023-02-17,2027-01-27
L000608,C06439,1795473,24,15.05,Business Loan,Closed,2022-01-16,2024-01-06
L000609,C09918,2650871,36,13.92,Education Loan,Closed,2022-02-05,2025-01-20
L000610,C07377,2069658,84,12.11,Auto Loan,Closed,2024-03-20,2031-02-12
L000611,C00511,3623188,48,10.85,Home Loan,Active,2022-06-24,2026-06-03
