customer_id,credit_score,debt_to_income_ratio,late_payments,loan_default,risk_category
C00684,706,0.36,1,0,Medium Risk
C00685,574,0.47,0,0,High Risk
C00686,628,0.35,3,0,Medium Risk
C00687,796,0.51,4,0,Low Risk
C00688,836,0.15,1,0,Low Risk
C00689,654,0.12,5,0,Medium Risk
C00690,656,0.44,1,0,Medium Risk
C00691,579,0.54,2,1,High Risk
C00692,712,0.5,0,0,Medium Risk
C00693,850,0.34,4,0,Low Risk
C00694,656,0.1,1,0,Medium Risk
C00695,659,0.17,3,0,Medium Risk
C00696,734,0.34,0,0,Medium Risk
C00697,649,0.5,3,0,Medium Risk
C00698,650,0.29,2,0,Medium Risk
C00699,814,0.42,1,0,Low Risk
C00700,573,0.21,2,0,High Risk
C00701,592,0.2,2,0,High Risk
C00702,747,0.55,2,0,Medium Risk
C00703,676,0.36,1,0,Medium Risk
C00704,593,0.67,1,0,High Risk
C00705,716,0.23,0,0,Medium Risk
C00706,659,0.37,3,0,Medium Risk
C00707,705,0.21,2,0,Medium Risk
C00708,664,0.25,1,0,Medium Risk
C00709,556,0.48,4,0,High Risk
C00710,785,0.65,2,0,Low Risk
C00711,842,0.18,0,0,Low Risk
C00712,607,0.18,1,0,Medium Risk
C00713,834,0.67,3,0,Low Risk
C00714,680,0.54,5,0,Medium Risk
C00715,417,0.29,1,0,High Risk
C00716,728,0.34,1,0,Medium Risk
C00717,491,0.57,4,1,High Risk
C00718,646,0.52,4,0,Medium Risk
C00719,753,0.47,4,0,Low Risk
C00720,732,0.62,0,0,Medium Risk
C00721,625,0.29,1,0,Medium Risk
C00722,746,0.23,4,0,Medium Risk
C00723,771,0.35,1,0,Low Risk
C00724,635,0.1,3,0,Medium Risk
C00725,659,0.4,1,0,Medium Risk
C00726,707,0.32,3,0,Medium Risk
C00727,585,0.18,3,0,High Risk
C00728,617,0.63,2,0,Medium Risk
C00729,779,0.22,0,0,Low Risk
C00730,850,0.52,5,0,Low Risk
C00731,744,0.52,5,0,Medium Risk
C00732,713,0.13,0,0,Medium Risk
C00733,850,0.36,1,0,Low Risk
C00734,606,0.39,5,0,Medium Risk
C00735,697,0.59,2,0,Medium Risk
C00736,764,0.47,2,0,Low Risk
C00737,615,0.14,2,0,Medium Risk
C00738,542,0.37,0,0,High Risk
C00739,764,0.28,3,0,Low Risk
C00740,775,0.2,2,0,Low Risk
C00741,765,0.27,2,0,Low Risk
C00742,767,0.6,4,1,Low Risk
C00743,698,0.47,2,0,Medium Risk
C00744,702,0.36,0,0,Medium Risk
C00745,710,0.53,1,0,Medium Risk
C00746,789,0.68,1,0,Low Risk
C00747,715,0.66,1,1,Medium Risk
C00748,697,0.16,1,0,Medium Risk
C00749,720,0.3,0,0,Medium Risk
C00750,730,0.29,1,0,Medium Risk
C00751,594,0.43,2,0,High Risk
C00752,814,0.15,1,0,Low Risk
C00753,630,0.65,2,0,Medium Risk
C00754,696,0.57,0,1,Medium Risk
C00755,605,0.17,4,0,Medium Risk
C00756,671,0.25,2,0,Medium Risk
C00757,738,0.19,2,0,Medium Risk
C00758,718,0.39,4,0,Medium Risk
C00759,641,0.63,1,0,Medium Risk
C00760,628,0.49,1,1,Medium Risk
C00761,713,0.46,3,0,Medium Risk
C00762,787,0.14,5,0,Low Risk
C00763,819,0.64,3,0,Low Risk
C00764,850,0.27,4,0,Low Risk
C00765,626,0.64,1,0,Medium Risk
C00766,620,0.37,2,0,Medium Risk
C00767,679,0.42,2,0,Medium Risk
C00768,674,0.46,0,0,Medium Risk
C00769,561,0.27,3,0,High Risk
C00770,765,0.6,1,0,Low Risk
C00771,620,0.68,2,0,Medium Risk
C00772,631,0.27,3,0,Medium Risk
C00773,728,0.1,2,0,Medium Risk
C00774,582,0.42,0,0,High Risk
C00775,667,0.46,2,0,Medium Risk
C00776,756,0.14,4,0,Low Risk
C00777,694,0.5,2,0,Medium Risk
C00778,757,0.28,1,0,Low Risk
C00779,778,0.68,1,0,Low Risk
C00780,682,0.57,1,0,Medium Risk
C00781,388,0.14,3,1,High Risk
C00782,800,0.67,1,0,Low Risk
C00783,685,0.24,1,0,Medium Risk
C00784,761,0.58,2,0,Low Risk
C00785,813,0.49,2,0,Low Risk
C00786,525,0.42,2,0,High Risk
C00787,689,0.66,1,0,Medium Risk
C00788,828,0.46,0,0,Low Risk
C00789,671,0.62,2,0,Medium Risk
C00790,777,0.6,1,0,Low Risk
C00791,591,0.5,3,0,High Risk
C00792,733,0.39,2,0,Medium Risk
C00793,577,0.16,2,0,High Risk
C00794,771,0.19,1,0,Low Risk
C00795,649,0.42,1,0,Medium Risk
C00796,818,0.3,1,0,Low Risk
C00797,821,0.22,1,0,Low Risk
C00798,635,0.68,2,0,Medium Risk
C00799,841,0.62,1,0,Low Risk
C00800,637,0.36,1,0,Medium Risk
C00801,751,0.62,0,0,Low Risk
C00802,687,0.14,1,0,Medium Risk
C00803,651,0.16,3,0,Medium Risk
C00804,762,0.67,1,0,Low Risk
C00805,643,0.51,2,0,Medium Risk
C00806,638,0.56,0,0,Medium Risk
C00807,690,0.6,1,0,Medium Risk
C00808,771,0.13,2,0,Low Risk
C00809,711,0.53,2,0,Medium Risk
C00810,657,0.31,0,0,Medium Risk
C00811,643,0.59,3,0,Medium Risk
C00812,671,0.33,3,0,Medium Risk
C00813,739,0.56,2,0,Medium Risk
C00814,593,0.64,1,0,High Risk
C00815,630,0.3,2,0,Medium Risk
C00816,761,0.38,2,0,Low Risk
C00817,615,0.42,3,0,Medium Risk
C00818,638,0.51,2,0,Medium Risk
C00819,687,0.61,1,1,Medium Risk
C00820,616,0.23,3,0,Medium Risk
C00821,648,0.67,5,0,Medium Risk
C00822,701,0.57,1,0,Medium Risk
C00823,754,0.18,2,0,Low Risk
C00824,621,0.3,1,0,Medium Risk
C00825,616,0.25,0,1,Medium Risk
C00826,792,0.2,3,0,Low Risk
C00827,631,0.49,1,0,Medium Risk
C00828,622,0.14,0,0,Medium Risk
C00829,510,0.46,0,1,High Risk
C00830,789,0.6,4,0,Low Risk
C00831,813,0.32,7,0,Low Risk
C00832,688,0.39,1,0,Medium Risk
C00833,707,0.19,1,0,Medium Risk
C00834,690,0.53,1,1,Medium Risk
C00835,591,0.65,1,0,High Risk
C00836,745,0.54,2,0,Medium Risk
C00837,813,0.17,1,0,Low Risk
C00838,689,0.31,0,0,Medium Risk
C00839,754,0.2,1,0,Low Risk
C00840,611,0.45,2,0,Medium Risk
C00841,603,0.53,2,0,Medium Risk
C00842,732,0.69,0,0,Medium Risk
C00843,827,0.4,3,0,Low Risk
C00844,635,0.48,3,0,Medium Risk
C00845,673,0.16,2,0,Medium Risk
C00846,737,0.19,0,0,Medium Risk
C00847,649,0.24,1,0,Medium Risk
C00848,733,0.13,0,0,Medium Risk
C00849,604,0.34,12,0,Medium Risk
C00850,729,0.67,6,0,Medium Risk
C00851,669,0.49,2,0,Medium Risk
C00852,546,0.36,3,1,High Risk
C00853,597,0.4,2,0,High Risk
C00854,719,0.19,1,0,Medium Risk
C00855,812,0.16,2,0,Low Risk
C00856,572,0.26,4,0,High Risk
C00857,781,0.28,5,0,Low Risk
C00858,727,0.17,1,0,Medium Risk
C00859,776,0.51,4,0,Low Risk
C00860,676,0.65,0,0,Medium Risk
C00861,746,0.2,1,0,Medium Risk
C00862,850,0.6,2,0,Low Risk
C00863,707,0.28,3,0,Medium Risk
C00864,601,0.46,0,0,Medium Risk
C00865,820,0.15,3,0,Low Risk
C00866,737,0.24,2,0,Medium Risk
C00867,712,0.19,3,0,Medium Risk
C00868,850,0.2,1,0,Low Risk
C00869,816,0.66,1,0,Low Risk
C00870,733,0.32,1,0,Medium Risk
C00871,608,0.22,3,0,Medium Risk
C00872,656,0.2,0,0,Medium Risk
C00873,707,0.5,3,1,Medium Risk
C00874,687,0.53,2,0,Medium Risk
C00875,647,0.69,1,0,Medium Risk
C00876,672,0.48,2,0,Medium Risk
C00877,784,0.38,1,0,Low Risk
C00878,708,0.23,2,0,Medium Risk
C00879,647,0.12,1,0,Medium Risk
C00880,749,0.63,4,0,Medium Risk
C00881,740,0.57,1,0,Medium Risk
C00882,686,0.58,6,1,Medium Risk
C00883,590,0.29,4,0,High Risk
C00884,679,0.31,2,0,Medium Risk
C00885,689,0.57,2,0,Medium Risk
C00886,769,0.51,2,0,Low Risk
C00887,625,0.49,0,1,Medium Risk
C00888,665,0.43,2,0,Medium Risk
C00889,828,0.32,2,0,Low Risk
C00890,668,0.54,2,0,Medium Risk
C00891,687,0.32,3,0,Medium Risk
C00892,850,0.54,0,0,Low Risk
C00893,609,0.21,2,0,Medium Risk
C00894,808,0.45,1,0,Low Risk
C00895,655,0.31,4,0,Medium Risk
C00896,709,0.6,5,0,Medium Risk
C00897,716,0.41,3,0,Medium Risk
C00898,669,0.47,1,0,Medium Risk
C00899,605,0.15,2,0,Medium Risk
C00900,630,0.4,4,0,Medium Risk
C00901,671,0.57,3,1,Medium Risk
C00902,619,0.62,3,0,Medium Risk
C00903,689,0.53,2,0,Medium Risk
C00904,621,0.35,0,1,Medium Risk
C00905,609,0.25,1,0,Medium Risk
C00906,547,0.33,3,1,High Risk
C00907,841,0.44,2,0,Low Risk
C00908,681,0.1,0,0,Medium Risk
C00909,629,0.65,3,0,Medium Risk
C00910,601,0.31,1,0,Medium Risk
C00911,640,0.58,1,0,Medium Risk
C00912,522,0.42,1,0,High Risk
C00913,635,0.5,0,1,Medium Risk
C00914,753,0.56,5,1,Low Risk
C00915,631,0.27,3,0,Medium Risk
C00916,745,0.46,2,0,Medium Risk
C00917,772,0.55,1,0,Low Risk
C00918,747,0.56,2,1,Medium Risk
C00919,693,0.35,2,0,Medium Risk
C00920,795,0.54,3,0,Low Risk
C00921,791,0.28,4,0,Low Risk
C00922,626,0.17,2,0,Medium Risk
C00923,612,0.17,3,0,Medium Risk
C00924,650,0.4,5,0,Medium Risk
C00925,662,0.33,3,0,Medium Risk
C00926,795,0.24,2,0,Low Risk
C00927,761,0.33,0,0,Low Risk
C00928,702,0.35,3,0,Medium Risk
C00929,705,0.43,7,0,Medium Risk
C00930,591,0.13,2,0,High Risk
C00931,788,0.64,2,0,Low Risk
C00932,706,0.32,1,0,Medium Risk
C00933,595,0.47,1,0,High Risk
C00934,538,0.28,4,0,High Risk
C00935,575,0.56,3,1,High Risk
C00936,696,0.38,3,0,Medium Risk
C00937,460,0.29,2,1,High Risk
C00938,584,0.68,2,0,High Risk
C00939,733,0.62,1,0,Medium Risk
C00940,650,0.21,1,0,Medium Risk
C00941,530,0.52,4,0,High Risk
C00942,633,0.55,1,0,Medium Risk
C00943,681,0.12,1,0,Medium Risk
C00944,774,0.68,2,0,Low Risk
C00945,730,0.24,1,0,Medium Risk
C00946,727,0.65,6,0,Medium Risk
C00947,754,0.49,1,0,Low Risk
C00948,539,0.41,2,0,High Risk
C00949,802,0.57,4,0,Low Risk
C00950,802,0.51,2,0,Low Risk
C00951,634,0.54,4,1,Medium Risk
C00952,420,0.61,2,0,High Risk
C00953,809,0.38,2,0,Low Risk
C00954,442,0.36,4,0,High Risk
C00955,724,0.64,2,0,Medium Risk
C00956,649,0.58,3,0,Medium Risk
C00957,635,0.11,0,0,Medium Risk
C00958,651,0.49,3,0,Medium Risk
C00959,701,0.64,1,0,Medium Risk
C00960,497,0.51,1,1,High Risk
C00961,672,0.43,2,0,Medium Risk
C00962,561,0.21,2,0,High Risk
C00963,644,0.67,1,0,Medium Risk
C00964,704,0.48,4,0,Medium Risk
C00965,768,0.16,1,0,Low Risk
C00966,623,0.66,0,0,Medium Risk
C00967,850,0.41,2,0,Low Risk
C00968,609,0.19,2,0,Medium Risk
C00969,611,0.24,1,0,Medium Risk
C00970,782,0.68,2,0,Low Risk
C00971,667,0.36,2,0,Medium Risk
C00972,706,0.35,3,0,Medium Risk
C00973,645,0.39,1,0,Medium Risk
C00974,656,0.52,1,0,Medium Risk
C00975,721,0.32,0,0,Medium Risk
C00976,804,0.35,3,0,Low Risk
C00977,702,0.55,3,0,Medium Risk
C00978,728,0.38,6,0,Medium Risk
C00979,778,0.53,2,0,Low Risk
C00980,648,0.68,2,0,Medium Risk
C00981,601,0.68,1,0,Medium Risk
C00982,597,0.37,0,0,High Risk
C00983,610,0.24,3,0,Medium Risk
C00984,596,0.25,2,0,High Risk
C00985,788,0.59,1,0,Low Risk
C00986,520,0.15,5,1,High Risk
C00987,743,0.12,1,0,Medium Risk
C00988,579,0.51,0,0,High Risk
C00989,850,0.65,0,0,Low Risk
C00990,726,0.24,2,0,Medium Risk
C00991,611,0.13,2,0,Medium Risk
C00992,641,0.64,2,1,Medium Risk
C00993,682,0.31,3,0,Medium Risk
C00994,747,0.43,2,0,Medium Risk
C00995,720,0.6,3,0,Medium Risk
C00996,688,0.25,0,0,Medium Risk
C00997,626,0.46,1,0,Medium Risk
C00998,663,0.69,3,0,Medium Risk
C00999,810,0.54,4,0,Low Risk
C01000,850,0.34,1,0,Low Risk
C01001,789,0.56,4,0,Low Risk
C01002,603,0.11,4,0,Medium Risk
C01003,818,0.23,5,0,Low Risk
C01004,660,0.55,3,0,Medium Risk
C01005,690,0.26,0,0,Medium Risk
C01006,576,0.18,3,0,High Risk
C01007,700,0.28,1,0,Medium Risk
C01008,619,0.2,4,0,Medium Risk
C01009,813,0.35,2,0,Low Risk
C01010,850,0.17,4,0,Low Risk
C01011,689,0.6,2,0,Medium Risk
C01012,732,0.57,2,0,Medium Risk
C01013,662,0.28,3,0,Medium Risk
C01014,700,0.41,2,0,Medium Risk
C01015,636,0.61,2,1,Medium Risk
C01016,718,0.66,2,0,Medium Risk
C01017,726,0.15,2,0,Medium Risk
C01018,716,0.53,1,0,Medium Risk
C01019,757,0.18,1,0,Low Risk
C01020,657,0.11,0,0,Medium Risk
C01021,850,0.15,3,0,Low Risk
C01022,631,0.45,2,0,Medium Risk
C01023,630,0.33,3,0,Medium Risk
C01024,463,0.17,2,0,High Risk
C01025,758,0.38,4,0,Low Risk
C01026,432,0.4,3,0,High Risk
C01027,659,0.57,3,0,Medium Risk
C01028,622,0.5,0,0,Medium Risk
C01029,560,0.38,0,0,High Risk
C01030,695,0.29,7,0,Medium Risk
C01031,849,0.1,3,0,Low Risk
C01032,755,0.6,2,0,Low Risk
C01033,621,0.26,3,0,Medium Risk
C01034,850,0.23,3,0,Low Risk
C01035,624,0.54,0,0,Medium Risk
C01036,788,0.14,3,0,Low Risk
C01037,533,0.26,0,0,High Risk
C01038,669,0.36,2,0,Medium Risk
C01039,583,0.36,0,1,High Risk
C01040,850,0.19,0,0,Low Risk
C01041,627,0.12,2,0,Medium Risk
C01042,598,0.38,2,0,High Risk
C01043,731,0.31,2,0,Medium Risk
C01044,667,0.27,3,0,Medium Risk
C01045,850,0.26,1,0,Low Risk
C01046,717,0.4,1,0,Medium Risk
C01047,695,0.11,1,1,Medium Risk
C01048,754,0.16,3,0,Low Risk
C01049,670,0.3,2,0,Medium Risk
C01050,711,0.39,3,0,Medium Risk
C01051,614,0.52,4,0,Medium Risk
C01052,634,0.28,1,0,Medium Risk
C01053,607,0.5,6,0,Medium Risk
C01054,725,0.33,0,0,Medium Risk
C01055,630,0.56,0,0,Medium Risk
C01056,760,0.39,4,0,Low Risk
C01057,612,0.42,2,0,Medium Risk
C01058,602,0.36,2,0,Medium Risk
C01059,711,0.18,1,0,Medium Risk
C01060,702,0.2,2,0,Medium Risk
C01061,767,0.34,2,0,Low Risk
C01062,583,0.16,1,1,High Risk
C01063,551,0.18,4,1,High Risk
C01064,799,0.47,1,0,Low Risk
C01065,568,0.48,4,0,High Risk
C01066,764,0.18,6,1,Low Risk
C01067,478,0.61,2,0,High Risk
C01068,741,0.61,2,0,Medium Risk
C01069,688,0.33,4,0,Medium Risk
C01070,726,0.4,2,0,Medium Risk
C01071,759,0.58,0,0,Low Risk
C01072,775,0.56,2,0,Low Risk
C01073,731,0.32,3,0,Medium Risk
C01074,765,0.29,2,1,Low Risk
C01075,791,0.5,0,1,Low Risk
C01076,804,0.32,2,0,Low Risk
C01077,736,0.51,1,0,Medium Risk
C01078,604,0.18,3,1,Medium Risk
C01079,667,0.5,3,0,Medium Risk
C01080,681,0.57,3,0,Medium Risk
C01081,628,0.64,1,0,Medium Risk
C01082,586,0.37,1,1,High Risk
C01083,773,0.44,1,0,Low Risk
C01084,717,0.27,3,0,Medium Risk
C01085,629,0.19,3,0,Medium Risk
C01086,693,0.2,2,0,Medium Risk
C01087,717,0.61,1,1,Medium Risk
C01088,586,0.42,2,0,High Risk
C01089,618,0.33,1,0,Medium Risk
C01090,661,0.62,3,0,Medium Risk
C01091,676,0.17,3,0,Medium Risk
C01092,546,0.46,0,0,High Risk
C01093,757,0.57,0,0,Low Risk
C01094,692,0.17,3,0,Medium Risk
C01095,667,0.17,1,0,Medium Risk
C01096,625,0.12,4,1,Medium Risk
C01097,598,0.67,1,0,High Risk
C01098,691,0.52,1,0,Medium Risk
C01099,704,0.14,0,0,Medium Risk
C01100,850,0.5,1,0,Low Risk
C01101,850,0.28,1,0,Low Risk
C01102,641,0.17,1,0,Medium Risk
C01103,603,0.7,5,0,Medium Risk
C01104,576,0.21,1,0,High Risk
C01105,697,0.58,2,1,Medium Risk
C01106,577,0.63,3,0,High Risk
C01107,565,0.42,1,0,High Risk
C01108,623,0.69,0,0,Medium Risk
C01109,635,0.17,0,0,Medium Risk
C01110,623,0.68,1,0,Medium Risk
C01111,544,0.14,2,0,High Risk
C01112,681,0.39,1,0,Medium Risk
C01113,680,0.61,3,0,Medium Risk
C01114,810,0.43,2,0,Low Risk
C01115,578,0.45,3,0,High Risk
C01116,737,0.2,2,0,Medium Risk
C01117,850,0.69,1,0,Low Risk
C01118,558,0.24,4,0,High Risk
C01119,591,0.62,0,0,High Risk
C01120,576,0.67,2,0,High Risk
C01121,730,0.27,1,0,Medium Risk
C01122,726,0.54,2,0,Medium Risk
C01123,775,0.15,1,0,Low Risk
C01124,697,0.54,2,0,Medium Risk
C01125,850,0.39,1,0,Low Risk
C01126,738,0.17,3,0,Medium Risk
C01127,803,0.64,3,0,Low Risk
C01128,703,0.51,1,0,Medium Risk
C01129,655,0.2,2,1,Medium Risk
C01130,674,0.42,1,0,Medium Risk
C01131,813,0.3,2,0,Low Risk
C01132,761,0.53,2,0,Low Risk
C01133,756,0.48,2,0,Low Risk
C01134,779,0.21,3,0,Low Risk
C01135,713,0.25,2,0,Medium Risk
C01136,850,0.52,1,0,Low Risk
C01137,669,0.51,0,0,Medium Risk
C01138,699,0.29,1,0,Medium Risk
C01139,649,0.39,3,1,Medium Risk
C01140,734,0.38,1,0,Medium Risk
C01141,531,0.17,2,0,High Risk
C01142,423,0.47,4,0,High Risk
C01143,631,0.26,1,0,Medium Risk
C01144,742,0.38,3,0,Medium Risk
C01145,782,0.14,1,0,Low Risk
C01146,576,0.47,4,0,High Risk
C01147,540,0.6,1,0,High Risk
C01148,624,0.44,5,0,Medium Risk
C01149,623,0.46,3,0,Medium Risk
C01150,709,0.5,2,0,Medium Risk
C01151,701,0.22,1,0,Medium Risk
C01152,822,0.14,3,0,Low Risk
C01153,652,0.61,0,0,Medium Risk
C01154,570,0.61,2,0,High Risk
C01155,717,0.43,4,0,Medium Risk
C01156,603,0.22,3,0,Medium Risk
C01157,604,0.59,2,0,Medium Risk
C01158,842,0.23,1,0,Low Risk
C01159,773,0.62,4,0,Low Risk
C01160,651,0.35,4,0,Medium Risk
C01161,850,0.13,3,0,Low Risk
C01162,764,0.59,3,0,Low Risk
C01163,724,0.44,1,1,Medium Risk
C01164,628,0.29,3,0,Medium Risk
C01165,504,0.37,1,0,High Risk
C01166,613,0.63,1,0,Medium Risk
C01167,645,0.22,3,0,Medium Risk
C01168,582,0.16,1,0,High Risk
C01169,701,0.57,3,0,Medium Risk
C01170,506,0.47,1,1,High Risk
C01171,809,0.62,2,0,Low Risk
C01172,648,0.29,2,0,Medium Risk
C01173,756,0.44,0,0,Low Risk
C01174,755,0.13,2,0,Low Risk
C01175,578,0.61,1,0,High Risk
C01176,533,0.21,2,1,High Risk
C01177,632,0.17,2,0,Medium Risk
C01178,723,0.39,0,0,Medium Risk
C01179,702,0.55,0,0,Medium Risk
C01180,794,0.23,3,0,Low Risk
C01181,725,0.24,5,0,Medium Risk
C01182,731,0.29,2,0,Medium Risk
C01183,617,0.59,0,0,Medium Risk
C01184,667,0.55,1,0,Medium Risk
C01185,669,0.26,0,0,Medium Risk
C01186,745,0.25,0,0,Medium Risk
C01187,757,0.64,3,0,Low Risk
C01188,669,0.47,0,0,Medium Risk
C01189,672,0.23,3,0,Medium Risk
C01190,721,0.18,4,1,Medium Risk
C01191,850,0.14,1,0,Low Risk
C01192,533,0.25,3,0,High Risk
C01193,606,0.53,3,0,Medium Risk
C01194,610,0.32,2,0,Medium Risk
C01195,571,0.68,2,0,High Risk
C01196,618,0.29,3,0,Medium Risk
C01197,723,0.19,3,0,Medium Risk
C01198,775,0.21,0,0,Low Risk
C01199,710,0.39,2,0,Medium Risk
C01200,708,0.66,4,0,Medium Risk
C01201,607,0.64,3,0,Medium Risk
C01202,450,0.21,1,0,High Risk
C01203,723,0.55,2,0,Medium Risk
C01204,810,0.55,0,0,Low Risk
C01205,776,0.2,4,0,Low Risk
C01206,681,0.28,2,0,Medium Risk
C01207,696,0.15,1,0,Medium Risk
C01208,816,0.14,2,0,Low Risk
C01209,627,0.37,4,0,Medium Risk
C01210,649,0.39,1,0,Medium Risk
C01211,527,0.12,3,0,High Risk
C01212,731,0.68,3,0,Medium Risk
C01213,645,0.39,0,0,Medium Risk
C01214,663,0.57,2,0,Medium Risk
C01215,751,0.48,4,0,Low Risk
C01216,622,0.47,2,0,Medium Risk
C01217,734,0.28,2,0,Medium Risk
C01218,739,0.63,2,0,Medium Risk
C01219,657,0.28,2,0,Medium Risk
C01220,765,0.67,3,0,Low Risk
C01221,680,0.12,4,0,Medium Risk
C01222,754,0.17,1,0,Low Risk
C01223,634,0.54,1,0,Medium Risk
C01224,742,0.47,1,0,Medium Risk
C01225,658,0.53,0,0,Medium Risk
C01226,720,0.48,1,0,Medium Risk
C01227,721,0.42,0,0,Medium Risk
C01228,654,0.12,0,1,Medium Risk
C01229,651,0.59,1,0,Medium Risk
C01230,670,0.41,2,0,Medium Risk
C01231,696,0.16,4,0,Medium Risk
C01232,741,0.22,2,0,Medium Risk
C01233,711,0.5,3,0,Medium Risk
C01234,420,0.15,1,1,High Risk
C01235,766,0.62,4,0,Low Risk
C01236,726,0.57,1,0,Medium Risk
C01237,796,0.28,0,0,Low Risk
C01238,766,0.63,2,0,Low Risk
C01239,651,0.63,3,0,Medium Risk
C01240,584,0.6,5,0,High Risk
C01241,850,0.28,2,0,Low Risk
C01242,805,0.49,3,0,Low Risk
C01243,757,0.37,2,0,Low Risk
C01244,618,0.42,2,0,Medium Risk
C01245,572,0.35,2,0,High Risk
C01246,650,0.1,5,0,Medium Risk
C01247,767,0.11,1,1,Low Risk
C01248,473,0.56,1,0,High Risk
C01249,624,0.67,5,0,Medium Risk
C01250,850,0.24,2,0,Low Risk
C01251,657,0.43,1,0,Medium Risk
C01252,693,0.28,1,0,Medium Risk
C01253,687,0.39,2,0,Medium Risk
C01254,845,0.17,3,0,Low Risk
C01255,660,0.54,0,0,Medium Risk
C01256,528,0.41,3,0,High Risk
C01257,782,0.29,3,0,Low Risk
C01258,593,0.5,3,0,High Risk
C01259,555,0.41,2,0,High Risk
C01260,827,0.34,2,0,Low Risk
C01261,756,0.42,4,0,Low Risk
C01262,657,0.67,3,0,Medium Risk
C01263,793,0.14,1,0,Low Risk
C01264,777,0.65,1,0,Low Risk
C01265,628,0.18,2,0,Medium Risk
C01266,707,0.22,3,0,Medium Risk
C01267,680,0.69,6,1,Medium Risk
C01268,630,0.59,2,0,Medium Risk
C01269,693,0.31,1,0,Medium Risk
C01270,759,0.34,4,0,Low Risk
C01271,605,0.28,1,0,Medium Risk
C01272,764,0.24,3,0,Low Risk
C01273,522,0.14,3,1,High Risk
C01274,709,0.12,1,0,Medium Risk
C01275,623,0.4,1,0,Medium Risk
C01276,831,0.42,3,0,Low Risk
C01277,544,0.56,1,0,High Risk
C01278,668,0.16,3,0,Medium Risk
C01279,615,0.41,3,0,Medium Risk
C01280,638,0.65,2,0,Medium Risk
C01281,587,0.61,1,0,High Risk
C01282,705,0.42,2,0,Medium Risk
C01283,710,0.18,2,0,Medium Risk
C01284,534,0.19,2,0,High Risk
C01285,746,0.39,2,0,Medium Risk
C01286,547,0.47,0,0,High Risk
C01287,692,0.69,2,0,Medium Risk
C01288,848,0.6,2,0,Low Risk
C01289,612,0.35,3,0,Medium Risk
C01290,663,0.31,2,0,Medium Risk
C01291,619,0.11,2,0,Medium Risk
C01292,629,0.1,2,0,Medium Risk
C01293,717,0.38,1,1,Medium Risk
C01294,835,0.14,1,0,Low Risk
C01295,686,0.19,2,0,Medium Risk
C01296,797,0.69,3,0,Low Risk
C01297,624,0.53,2,0,Medium Risk
C01298,789,0.37,4,0,Low Risk
C01299,839,0.61,0,0,Low Risk
C01300,799,0.21,8,0,Low Risk
C01301,755,0.33,1,0,Low Risk
C01302,746,0.28,1,0,Medium Risk
C01303,621,0.7,2,1,Medium Risk
C01304,557,0.64,2,1,High Risk
C01305,749,0.42,2,0,Medium Risk
C01306,619,0.35,1,0,Medium Risk
C01307,626,0.7,3,0,Medium Risk
C01308,556,0.22,3,1,High Risk
C01309,638,0.34,3,0,Medium Risk
C01310,787,0.53,1,0,Low Risk
C01311,776,0.52,3,0,Low Risk
C01312,571,0.44,4,0,High Risk
C01313,603,0.67,0,0,Medium Risk
C01314,527,0.25,3,0,High Risk
C01315,722,0.44,2,0,Medium Risk
C01316,706,0.59,1,0,Medium Risk
C01317,714,0.24,4,0,Medium Risk
C01318,650,0.62,1,0,Medium Risk
C01319,749,0.48,2,0,Medium Risk
C01320,663,0.33,3,0,Medium Risk
C01321,776,0.49,2,0,Low Risk
C01322,591,0.66,1,0,High Risk
C01323,768,0.69,3,0,Low Risk
C01324,728,0.27,1,0,Medium Risk
C01325,749,0.65,0,0,Medium Risk
C01326,660,0.12,1,0,Medium Risk
C01327,847,0.1,3,0,Low Risk
C01328,625,0.46,0,0,Medium Risk
C01329,850,0.39,0,0,Low Risk
C01330,730,0.38,1,1,Medium Risk
C01331,793,0.24,1,0,Low Risk
C01332,820,0.46,0,0,Low Risk
C01333,760,0.11,1,0,Low Risk
C01334,850,0.36,3,0,Low Risk
C01335,775,0.32,2,0,Low Risk
C01336,756,0.22,2,0,Low Risk
C01337,732,0.41,0,0,Medium Risk
C01338,724,0.51,4,0,Medium Risk
C01339,790,0.59,1,0,Low Risk
C01340,614,0.38,1,0,Medium Risk
C01341,676,0.24,2,0,Medium Risk
C01342,735,0.23,2,0,Medium Risk
C01343,624,0.45,0,0,Medium Risk
C01344,776,0.33,0,0,Low Risk
C01345,671,0.29,1,0,Medium Risk
C01346,575,0.41,3,1,High Risk
C01347,635,0.43,2,0,Medium Risk
C01348,776,0.24,1,0,Low Risk
C01349,596,0.33,2,0,High Risk
C01350,603,0.52,1,0,Medium Risk
C01351,736,0.33,4,0,Medium Risk
C01352,571,0.37,0,0,High Risk
C01353,741,0.48,2,0,Medium Risk
C01354,504,0.21,2,0,High Risk
C01355,732,0.62,2,0,Medium Risk
C01356,681,0.3,3,0,Medium Risk
C01357,837,0.51,1,0,Low Risk
C01358,514,0.28,1,0,High Risk
C01359,631,0.49,2,0,Medium Risk
C01360,736,0.27,0,0,Medium Risk
C01361,685,0.55,3,0,Medium Risk
C01362,645,0.16,3,1,Medium Risk
C01363,530,0.28,4,1,High Risk
C01364,727,0.44,2,0,Medium Risk
C01365,850,0.48,1,0,Low Risk
C01366,623,0.18,2,0,Medium Risk
